New Caledonia,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,133804
Isle of Man,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,128522
Saint Lucia,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,122552
Northern Cyprus,https://asi.saglik.gov.ct.tr/,121841
Tonga,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,119535
Belarus,https://data.who.int/dashboards/covid19/,118100
Jersey,https://www.gov.je/Datasets/ListOpenData?ListName=COVID19Weekly&clean=true,114615
Gabon,https://data.who.int/dashboards/covid19/,111546
Samoa,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,100610
Guernsey,https://covid19.gov.gg/guidance/vaccine/stats,96122
Grenada,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,90054
Democratic Republic of Congo,https://data.who.int/dashboards/covid19/,86244
Sierra Leone,https://data.who.int/dashboards/covid19/,83474
Gibraltar,https://twitter.com/GibraltarGov/status/1517138573614477315,79074
Chad,https://data.who.int/dashboards/covid19/,76242
Liechtenstein,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=FL,71416
Turks and Caicos Islands,https://covid19.who.int/,70169
Saint Vincent and the Grenadines,https://covid19.who.int/,68864
Faeroe Islands,https://corona.fo/api,67808
Greenland,https://corona.nun.gl/en/,65343
Antigua and Barbuda,https://covid19.who.int/,65337
Djibouti,https://data.who.int/dashboards/covid19/,64721
Solomon Islands,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,56621
Haiti,https://data.who.int/dashboards/covid19/,50624
Monaco,https://en.gouv.mc/Policy-Practice/Social-Affairs-and-Health/News/Minister-of-State-visits-those-working-to-combat-COVID,49262
Sint Maarten (Dutch part),https://covid19.who.int/,46616
San Marino,https://data.who.int/dashboards/covid19/,46573
Saint Kitts and Nevis,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,41956
Dominica,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,40004
Burkina Faso,https://data.who.int/dashboards/covid19/,38405
Guinea-Bissau,https://data.who.int/dashboards/covid19/,30471
Central African Republic,https://data.who.int/dashboards/covid19/,26541
Gambia,https://data.who.int/dashboards/covid19/,25445
British Virgin Islands,https://covid19.who.int/,22837
Yemen,https://data.who.int/dashboards/covid19/,18555
Anguilla,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,16951
Kiribati,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,13970
Tuvalu,https://data.who.int/dashboards/covid19/,12528
Armenia,https://data.who.int/dashboards/covid19/,10727
Bermuda,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,10000
Cook Islands,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,9564
Wallis and Futuna,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,9439
Bonaire Sint Eustatius and Saba,https://www.rivm.nl/sites/default/files/2021-09/COVID-19_website_rapport_eilanden_engels_35_20210902_1409.pdf,7391
Saint Helena,https://www.sainthelena.gov.sh/2021/news/preliminary-data-from-the-covid-19-vaccination-programme/,5373
Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4401230323224594,4322
Burundi,https://data.who.int/dashboards/covid19/,3396
Tokelau,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,3326
Montserrat,https://covid19.who.int/,2695
Niue,https://data.who.int/dashboards/covid19/,1216
Nauru,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,168
Pitcairn,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,94
Lesotho,https://data.who.int/dashboards/covid19/,0
Togo,https://data.who.int/dashboards/covid19/,0
